241.5 45   	8  	0 	2 CM CB
237.75 44  	8	80 	2 CM CVA
249.5 44.5	8	0	2 CM YS
246.5  46         8       0       2 CM NR
-106.5   38       8       0       2 CM SR
-108   42       8       0       2 CM GRB
243.2 40.4	8	0 	2 CM GB
248.25  41  	8	-55	2 CM WF
239.5 37 	8	-45	2 CM CV
241 37.5	8	0	2 CM SN
241 34.5	8	0	2 CM TR
244.5 34.5	8	0	2 CM MB
249 36.2	8	0	2 CM CP
-113.3 43.3         8       30      2 CM SNP

